iter	RMSE
0	0.07418404383
1	0.07357435
2	0.07320597894
3	0.0727424721
4	0.07219494988
5	0.07185227129
6	0.07136260779
7	0.07079708935
8	0.07026053887
9	0.06997123434
10	0.0694969426
11	0.06895111815
12	0.06842304137
13	0.06793157864
14	0.06753967745
15	0.06719731953
16	0.06680740966
17	0.06641933995
18	0.06609980007
19	0.06578225837
20	0.0653108582
21	0.06487911851
22	0.06458286413
23	0.06411753061
24	0.06377193454
25	0.0634733301
26	0.06311544454
27	0.06285392731
28	0.06255519734
29	0.06214617116
30	0.06188177822
31	0.06163624814
32	0.06135618728
33	0.06103035747
34	0.0607314623
35	0.06039346358
36	0.06002571515
37	0.05980142759
38	0.05948450237
39	0.0591729639
40	0.05891215903
41	0.05863651037
42	0.05822673969
43	0.05800905379
44	0.05771982631
45	0.05747610414
46	0.05717453981
47	0.05699844689
48	0.05675658072
49	0.05647108869
50	0.05617676839
51	0.05597751529
52	0.05569854174
53	0.05542737634
54	0.05522940083
55	0.05501212349
56	0.0548666521
57	0.05466288634
58	0.0544645478
59	0.05426916542
60	0.05417984344
61	0.05392733486
62	0.0537331326
63	0.05359354592
64	0.05338091507
65	0.05311953873
66	0.05292539804
67	0.05265512121
68	0.05245136305
69	0.05227313112
70	0.05204046007
71	0.05182750569
72	0.05169551251
73	0.05155532529
74	0.05137836382
75	0.05118013306
76	0.05100127165
77	0.05086272661
78	0.05083531415
79	0.05080155112
80	0.05056380582
81	0.05033926691
82	0.05021629638
83	0.05007926593
84	0.04991917304
85	0.04972753574
86	0.04952608743
87	0.04930720808
88	0.04919145585
89	0.04905898433
90	0.04892367724
91	0.04883128605
92	0.04874935889
93	0.04862875666
94	0.04842334396
95	0.04825708239
96	0.04819457449
97	0.04804035749
98	0.04783250447
99	0.04765355801
100	0.04748288818
101	0.04732187248
102	0.04725051781
103	0.04713663259
104	0.04701394914
105	0.04695055289
106	0.04685189449
107	0.04660269078
108	0.04651069272
109	0.04639392299
110	0.04622538345
111	0.04608916211
112	0.04591827011
113	0.0457853761
114	0.04565064055
115	0.04551957611
116	0.04536983566
117	0.0452153534
118	0.04505661475
119	0.0449611442
120	0.04476189856
121	0.04466876868
122	0.04454115778
123	0.04447370566
124	0.04439730677
125	0.04424303556
126	0.04411199332
127	0.04397768356
128	0.0438511785
129	0.0437263256
130	0.04354349612
131	0.04342553843
132	0.04333243633
133	0.04322737488
134	0.04317941898
135	0.04306992835
136	0.04296333475
137	0.04288166867
138	0.04280281037
139	0.04273505903
140	0.04259058104
141	0.04244897862
142	0.04235598844
143	0.04226799119
144	0.04217799687
145	0.04209481936
146	0.04199784203
147	0.04190478314
148	0.04179329349
149	0.04163878988
150	0.04155224894
151	0.04148933287
152	0.04141307103
153	0.04134525563
154	0.04117805014
155	0.04111193844
156	0.04099762576
157	0.04091498659
158	0.04086256652
159	0.04073208301
160	0.04061542205
161	0.04054769749
162	0.04037886913
163	0.04031863173
164	0.04017796396
165	0.04012251897
166	0.04002138753
167	0.0399634494
168	0.03987290859
169	0.03977121838
170	0.03970948143
171	0.0396226609
172	0.0395496326
173	0.03946319898
174	0.0393078268
175	0.03923267708
176	0.03917207798
177	0.03909627631
178	0.03901648841
179	0.03891122314
180	0.03881064586
181	0.03871595332
182	0.03864771462
183	0.0385863378
184	0.03848030755
185	0.0384215538
186	0.0383405806
187	0.03823206445
188	0.03813884966
189	0.0380993786
190	0.03802305548
191	0.03793684644
192	0.03784658106
193	0.03772308669
194	0.03762368657
195	0.03758102795
196	0.03751274359
197	0.03741207029
198	0.03731569199
199	0.03721497735
200	0.03716413124
201	0.03707302746
202	0.03700967274
203	0.03689986651
204	0.03683834636
205	0.03672860529
206	0.03666467839
207	0.03656863222
208	0.03648128822
209	0.03639787443
210	0.03633447281
211	0.03622686537
212	0.03616628859
213	0.03608239901
214	0.03602657478
215	0.03595560897
216	0.03587606342
217	0.03582898346
218	0.03573189642
219	0.0356440849
220	0.03556933849
221	0.03550512857
222	0.03541915634
223	0.03531456702
224	0.03522131387
225	0.03514599853
226	0.03502639334
227	0.03495195764
228	0.03489712024
229	0.03482762212
230	0.03472472941
231	0.03463502427
232	0.03457980623
233	0.03452145852
234	0.0344332487
235	0.03432220687
236	0.03426914779
237	0.03413907102
238	0.03407523017
239	0.03398297375
240	0.0338762397
241	0.03379514362
242	0.03371185291
243	0.03367159597
244	0.03363376992
245	0.03353284176
246	0.0334413323
247	0.03336750429
248	0.03329024346
249	0.0332432931
250	0.03316716351
251	0.03309439676
252	0.0330601798
253	0.03301299195
254	0.03296814626
255	0.03291463932
256	0.03284464736
257	0.03281678827
258	0.03273667122
259	0.03270757881
260	0.03263192187
261	0.03260930292
262	0.03252982859
263	0.03243871705
264	0.03235795078
265	0.03232578595
266	0.03227829865
267	0.03222996901
268	0.0321634387
269	0.03210613707
270	0.03207268489
271	0.0319978
272	0.03197264625
273	0.03190188558
274	0.03185104469
275	0.03181507091
276	0.03178351227
277	0.03175368052
278	0.03168733772
279	0.03162177061
280	0.03159274811
281	0.03155612326
282	0.03152571622
283	0.03142788859
284	0.03133277885
285	0.03129005831
286	0.03122910423
287	0.03119436022
288	0.03116437603
289	0.03109481283
290	0.03106289537
291	0.0310058065
292	0.0309738811
293	0.0309168034
294	0.03086231871
295	0.03079542129
296	0.03070216741
297	0.03067066827
298	0.03061615408
299	0.0305898599
300	0.03056052654
301	0.03053347784
302	0.0304345175
303	0.0304044144
304	0.03035116773
305	0.03030941571
306	0.03025732741
307	0.03019514891
308	0.03012558609
309	0.03007558169
310	0.03000492358
311	0.02994916221
312	0.02990104567
313	0.02988603082
314	0.02985956654
315	0.02976827645
316	0.02967940207
317	0.02965714372
318	0.0296354007
319	0.02958679041
320	0.02951883421
321	0.02942677131
322	0.02940098213
323	0.02938039521
324	0.02934475858
325	0.0293160527
326	0.02924397755
327	0.02921628692
328	0.02918939352
329	0.02916622543
330	0.02908277659
331	0.02899409595
332	0.02891318511
333	0.02887807088
334	0.02880994364
335	0.02879077708
336	0.02871328897
337	0.02865694789
338	0.02862995986
339	0.02861163158
340	0.02854817455
341	0.02846753886
342	0.02839353942
343	0.02836771578
344	0.02828999314
345	0.02821444857
346	0.02819985987
347	0.0281854889
348	0.02812561167
349	0.02807822843
350	0.02801836833
351	0.02796025228
352	0.0279428382
353	0.02786991281
354	0.02780787079
355	0.02776223549
356	0.02771589322
357	0.02767103367
358	0.02765692484
359	0.02761264566
360	0.02758448459
361	0.02756776758
362	0.02755397959
363	0.02754039766
364	0.02752411439
365	0.02745009518
366	0.02743414918
367	0.02737645169
368	0.02733342743
369	0.02732008191
370	0.02730445546
371	0.02724810641
372	0.02717868243
373	0.02712460101
374	0.02711146381
375	0.02705265839
376	0.0270397027
377	0.02701745121
378	0.02700467566
379	0.02694703521
380	0.02692380727
381	0.02686930544
382	0.02685668987
383	0.02683509604
384	0.02682265507
385	0.02681039901
386	0.02675852173
387	0.02670047862
388	0.0266782097
389	0.02666609357
390	0.02665415817
391	0.02663228358
392	0.02659135119
393	0.02653818406
394	0.02648314257
395	0.02646269447
396	0.02641830438
397	0.02636301889
398	0.02628367139
399	0.02624401642
400	0.02622276681
401	0.02621091679
402	0.02613369265
403	0.0261128636
404	0.02610112904
405	0.0260806764
406	0.02606910184
407	0.02603241409
408	0.02597941208
409	0.02592756015
410	0.02590739574
411	0.02587161321
412	0.02581704895
413	0.02579518659
414	0.02577532195
415	0.02575311266
416	0.02573209062
417	0.02566025183
418	0.02564066682
419	0.02559123613
420	0.02556795107
421	0.02555671739
422	0.02548677217
423	0.02543398089
424	0.02542289832
425	0.02539999045
426	0.02538912929
427	0.02537842739
428	0.02531032726
429	0.02528785915
430	0.02527730046
431	0.02522603896
432	0.025215687
433	0.02520548896
434	0.02515023114
435	0.02510028868
436	0.02508592432
